job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
7330,2663,392,89,clientlite,TRUE,MICROSCHEDULING,completed,18-02-2021 00:00,17:27:00,18-02-2021 00:00,17:52:00,18-02-2021 00:00,19:30:00,33.14123,cash,102.19627,15,18-02-2021
7331,608,422,285,iphone,FALSE,MICROSCHEDULING,rider_canceled,17-02-2021 00:00,08:00:00,,,,,0,cash,338.91595,15,17-02-2021
7332,1276,327,480,clientlite,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,08:20:00,,,,,0,Visa,1470.7611,15,10-02-2021
7333,3406,83,407,iphone,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,08:07:00,28-02-2021 00:00,08:12:00,28-02-2021 00:00,08:57:00,18.3347,cash,10323.699,15,28-02-2021
7334,4602,347,169,iphone,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,17:39:00,16-02-2021 00:00,18:00:00,16-02-2021 00:00,18:53:00,25.375294,Visa,261.7018,14,16-02-2021
7335,552,361,308,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,17:34:00,17-02-2021 00:00,17:28:00,17-02-2021 00:00,18:49:00,13.4756,MasterCard,89.059296,15,17-02-2021
7336,952,314,47,clientlite,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,09:42:00,,,,,0,Visa,386.84583,15,03-02-2021
7337,1239,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,17:40:00,,,,,0,cash,668.73096,,07-02-2021
7338,1489,277,338,clientlite,FALSE,PRESCHEDULING,driver_canceled,10-02-2021 00:00,09:32:00,,,,,0,cash,150.6651,15,10-02-2021
7339,1607,255,125,clientlite,FALSE,MICROSCHEDULING,completed,24-02-2021 00:00,17:22:00,24-02-2021 00:00,17:43:00,24-02-2021 00:00,18:31:00,17.666992,cash,89.960396,15,24-02-2021
7340,3151,296,320,unknown,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,06:38:00,25-02-2021 00:00,06:51:00,25-02-2021 00:00,07:43:00,20.025928,derivative,0,15,25-02-2021
7341,5177,,,android,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,08:38:00,,,,,0,cash,,,02-02-2021
7342,2672,457,337,android,FALSE,MICROSCHEDULING,driver_canceled,16-02-2021 00:00,08:48:00,,,,,0,cash,82.11916,15,16-02-2021
7343,2325,480,83,clientlite,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,14:06:00,02-02-2021 00:00,14:31:00,02-02-2021 00:00,15:08:00,10.672322,cash,183.17033,15,02-02-2021
7344,1665,425,221,iphone,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,07:51:00,16-02-2021 00:00,07:53:00,16-02-2021 00:00,08:42:00,20.415827,cash,0,15,16-02-2021
7345,77,395,127,clientlite,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,07:40:00,22-02-2021 00:00,07:44:00,22-02-2021 00:00,08:12:00,6.568911,cash,109.57274,15,22-02-2021
7346,1538,126,116,iphone,FALSE,MICROSCHEDULING,completed,11-02-2021 00:00,09:55:00,11-02-2021 00:00,10:46:00,11-02-2021 00:00,11:12:00,12.391764,Visa,346.27048,15,11-02-2021
7347,1733,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,06:56:00,,,,,0,cash,,,15-02-2021
7348,4990,66,344,iphone,TRUE,MICROSCHEDULING,completed,04-02-2021 00:00,18:21:00,04-02-2021 00:00,18:39:00,04-02-2021 00:00,19:22:00,10.079007,cash,232.69458,14,04-02-2021
7349,5339,208,416,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,16:46:00,17-02-2021 00:00,16:45:00,17-02-2021 00:00,17:43:00,16.21893,cash,711.6505,14,17-02-2021
7350,5858,78,519,iphone,TRUE,MICROSCHEDULING,completed,14-02-2021 00:00,17:45:00,14-02-2021 00:00,18:12:00,14-02-2021 00:00,19:09:00,12.767242,cash,0,14,14-02-2021
7351,5571,152,442,clientlite,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,08:31:00,24-02-2021 00:00,08:31:00,24-02-2021 00:00,08:45:00,11.244043,stored_value,101.41294,15,24-02-2021
7352,1411,259,175,iphone,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,16:21:00,14-02-2021 00:00,16:30:00,14-02-2021 00:00,20:16:00,27.629232,cash,0,15,14-02-2021
7353,4161,117,428,iphone,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,07:36:00,18-02-2021 00:00,07:38:00,18-02-2021 00:00,07:40:00,0.7270911,cash,0,15,18-02-2021
7354,4023,369,88,iphone,FALSE,MICROSCHEDULING,driver_canceled,11-02-2021 00:00,18:04:00,,,,,0,cash,0,14,11-02-2021
7355,2668,397,363,clientlite,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,08:33:00,04-02-2021 00:00,08:44:00,04-02-2021 00:00,09:17:00,12.554743,MasterCard,57.545048,15,04-02-2021
7356,1817,328,45,clientlite,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,14:35:00,25-02-2021 00:00,14:38:00,25-02-2021 00:00,15:19:00,13.748532,stored_value,0,13,25-02-2021
7357,118,329,77,clientlite,FALSE,MICROSCHEDULING,driver_canceled,03-02-2021 00:00,09:41:00,,,,,0,cash,85.13583,15,03-02-2021
7358,5321,313,58,unknown,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,07:13:00,11-02-2021 00:00,07:16:00,11-02-2021 00:00,07:48:00,10.147895,derivative,0,14,11-02-2021
7359,5073,227,433,iphone,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,08:35:00,,,,,0,cash,131.50877,15,16-02-2021
7360,2335,303,457,iphone,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,08:09:00,18-02-2021 00:00,08:13:00,18-02-2021 00:00,08:41:00,10.368308,cash,466.43008,15,18-02-2021
7361,2388,,,iphone,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,16:21:00,,,,,0,MasterCard,,,03-02-2021
7362,4877,251,29,iphone,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,08:29:00,10-02-2021 00:00,08:34:00,10-02-2021 00:00,09:33:00,15.705779,cash,210.58725,15,10-02-2021
7363,3091,440,392,android,FALSE,PRESCHEDULING,completed,21-02-2021 00:00,16:40:00,21-02-2021 00:00,16:47:00,21-02-2021 00:00,17:23:00,10.566297,cash,0,9,21-02-2021
7364,4824,467,53,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,07:56:00,14-02-2021 00:00,07:59:00,14-02-2021 00:00,09:05:00,30.473234,cash,172.28664,15,14-02-2021
7365,5761,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,14:48:00,,,,,0,cash,,,03-02-2021
7366,5923,500,215,android,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,17:12:00,08-02-2021 00:00,17:35:00,08-02-2021 00:00,18:35:00,8.296147,cash,334.07513,15,08-02-2021
7367,3835,464,494,clientlite,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,18:16:00,24-02-2021 00:00,18:19:00,24-02-2021 00:00,20:23:00,35.67424,cash,58.200596,14,24-02-2021
7368,3318,169,314,iphone,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,16:35:00,23-02-2021 00:00,16:37:00,23-02-2021 00:00,18:30:00,40.371655,MasterCard,47.837845,15,23-02-2021
7369,5796,,,android,FALSE,PRESCHEDULING,unfulfilled,28-02-2021 00:00,08:14:00,,,,,0,MasterCard,1616.0878,,28-02-2021
7370,3980,112,266,android,FALSE,PRESCHEDULING,driver_canceled,22-02-2021 00:00,05:58:00,,,,,0,cash,0,14,22-02-2021
7371,60,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,14:49:00,,,,,0,cash,,,17-02-2021
7372,1934,423,406,clientlite,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,08:14:00,22-02-2021 00:00,08:43:00,22-02-2021 00:00,09:40:00,32.27075,MasterCard,0,15,22-02-2021
7373,2622,193,323,clientlite,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,16:55:00,02-02-2021 00:00,16:57:00,02-02-2021 00:00,17:23:00,9.643376,cash,230.09319,15,02-02-2021
7374,5084,249,325,iphone,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:05:00,10-02-2021 00:00,08:05:00,10-02-2021 00:00,09:39:00,41.55335,MasterCard,2080.7139,15,10-02-2021
7375,1559,254,307,clientlite,TRUE,MICROSCHEDULING,completed,01-02-2021 00:00,18:20:00,01-02-2021 00:00,18:59:00,01-02-2021 00:00,19:59:00,27.839611,cash,0,15,01-02-2021
7376,940,160,259,iphone,FALSE,MICROSCHEDULING,completed,23-02-2021 00:00,18:42:00,23-02-2021 00:00,19:23:00,23-02-2021 00:00,20:05:00,13.685928,cash,279.93246,15,23-02-2021
7377,1592,,,android,FALSE,PRESCHEDULING,rider_canceled,21-02-2021 00:00,16:59:00,,,,,0,MasterCard,238.91171,,21-02-2021
7378,343,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,09:40:00,,,,,0,cash,,,08-02-2021
7379,2056,398,96,android,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,09:05:00,03-02-2021 00:00,09:10:00,03-02-2021 00:00,09:51:00,13.027581,cash,113.02002,15,03-02-2021
7380,2051,135,39,iphone,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,18:30:00,,,,,0,cash,86.979836,15,02-02-2021
7381,1094,,,android,FALSE,MICROSCHEDULING,rider_canceled,25-02-2021 00:00,16:44:00,,,,,0,cash,8226.548,,25-02-2021
7382,4766,447,183,android,TRUE,MICROSCHEDULING,completed,23-02-2021 00:00,17:16:00,23-02-2021 00:00,17:47:00,23-02-2021 00:00,18:34:00,13.034164,MasterCard,24.454021,15,23-02-2021
7383,2409,68,138,iphone,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,18:40:00,02-02-2021 00:00,18:44:00,02-02-2021 00:00,20:10:00,23.64867,cash,68.081924,14,02-02-2021
7384,2965,,,android,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,17:09:00,,,,,0,cash,,,27-02-2021
7385,5701,324,173,android,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,06:27:00,,,,,0,MasterCard,0,14,16-02-2021
7386,4542,68,138,clientlite,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,07:41:00,24-02-2021 00:00,07:45:00,24-02-2021 00:00,08:26:00,26.448328,cash,556.00757,14,24-02-2021
7387,2527,305,365,clientlite,FALSE,PRESCHEDULING,driver_canceled,17-02-2021 00:00,17:11:00,,,,,0,cash,56.873993,15,17-02-2021
7388,1786,172,211,clientlite,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,07:04:00,04-02-2021 00:00,07:02:00,04-02-2021 00:00,07:39:00,13.313166,cash,0,15,04-02-2021
7389,2621,282,176,iphone,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,09:10:00,28-02-2021 00:00,09:34:00,28-02-2021 00:00,10:43:00,12.389469,cash,592.59735,14,28-02-2021
7390,1497,399,362,clientlite,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,07:33:00,18-02-2021 00:00,07:36:00,18-02-2021 00:00,08:03:00,16.653778,cash,441.70892,15,18-02-2021
7391,5274,47,342,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,08:08:00,04-02-2021 00:00,08:11:00,04-02-2021 00:00,09:02:00,25.442238,cash,419.38614,15,04-02-2021
7392,625,162,383,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,18:15:00,21-02-2021 00:00,18:15:00,21-02-2021 00:00,19:25:00,15.556616,cash,827.6117,15,21-02-2021
7393,1148,428,5,clientlite,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,17:45:00,14-02-2021 00:00,17:46:00,14-02-2021 00:00,18:56:00,22.254301,Visa,148.02328,15,14-02-2021
7394,3799,32,303,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,09:16:00,09-02-2021 00:00,09:18:00,09-02-2021 00:00,10:16:00,17.336538,cash,206.74936,14,09-02-2021
7395,273,285,253,iphone,FALSE,MICROSCHEDULING,completed,09-02-2021 00:00,09:26:00,09-02-2021 00:00,09:41:00,09-02-2021 00:00,10:39:00,13.934318,cash,425.5751,15,09-02-2021
7396,3989,,,android,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,10:42:00,,,,,0,cash,,,07-02-2021
7397,4450,379,145,clientlite,FALSE,MICROSCHEDULING,driver_canceled,01-02-2021 00:00,08:17:00,,,,,0,cash,272.57822,14,01-02-2021
7398,2123,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,16:55:00,,,,,0,cash,,,16-02-2021
7399,399,112,266,clientlite,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,16:41:00,28-02-2021 00:00,16:41:00,28-02-2021 00:00,17:20:00,10.6947,cash,0,14,28-02-2021
7400,1973,191,449,android,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,08:47:00,23-02-2021 00:00,08:55:00,23-02-2021 00:00,09:31:00,11.557607,cash,0,14,23-02-2021
7401,597,67,318,iphone,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,07:50:00,14-02-2021 00:00,07:52:00,14-02-2021 00:00,09:10:00,28.091856,cash,0,14,14-02-2021
7402,333,198,177,clientlite,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,07:15:00,,,,,0,cash,143.04425,14,10-02-2021
7403,1022,248,22,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,06:57:00,08-02-2021 00:00,07:00:00,08-02-2021 00:00,07:22:00,12.547409,cash,0,15,08-02-2021
7404,4583,127,163,android,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,17:48:00,25-02-2021 00:00,18:05:00,25-02-2021 00:00,18:44:00,8.510139,cash,56.85405,15,25-02-2021
7405,3535,,,android,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,23:39:00,,,,,0,MasterCard,,,27-02-2021
7406,5266,101,17,iphone,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,17:58:00,,,,,0,cash,0,15,28-02-2021
7407,148,61,506,android,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,16:43:00,08-02-2021 00:00,16:44:00,08-02-2021 00:00,18:23:00,24.750568,cash,0,15,08-02-2021
7408,3192,408,28,iphone,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,18:10:00,25-02-2021 00:00,18:07:00,25-02-2021 00:00,18:58:00,12.57428,MasterCard,251.49757,15,25-02-2021
7409,256,283,38,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,16:09:00,03-02-2021 00:00,16:33:00,03-02-2021 00:00,17:26:00,10.736119,MasterCard,92.36625,15,03-02-2021
7410,2807,348,446,unknown,FALSE,PRESCHEDULING,driver_canceled,17-02-2021 00:00,07:01:00,,,,,0,derivative,0,15,17-02-2021
7411,784,500,2,clientlite,FALSE,PRESCHEDULING,driver_canceled,09-02-2021 00:00,16:59:00,,,,,0,cash,1232.1978,15,09-02-2021
7412,2579,416,448,android,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,17:09:00,01-02-2021 00:00,17:14:00,01-02-2021 00:00,17:19:00,1.4676898,cash,487.15033,15,01-02-2021
7413,3393,399,362,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,16:45:00,04-02-2021 00:00,16:43:00,04-02-2021 00:00,17:13:00,16.287851,cash,305.51318,15,04-02-2021
7414,180,440,307,iphone,FALSE,MICROSCHEDULING,rider_canceled,25-02-2021 00:00,09:02:00,,,,,0,cash,687.87384,15,25-02-2021
7415,2790,129,166,clientlite,TRUE,MICROSCHEDULING,completed,09-02-2021 00:00,07:44:00,09-02-2021 00:00,07:58:00,09-02-2021 00:00,08:55:00,27.248018,cash,22.565662,14,09-02-2021
7416,1056,8,384,android,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,17:08:00,01-02-2021 00:00,17:08:00,01-02-2021 00:00,18:07:00,20.548517,cash,184.95734,15,01-02-2021
7417,5901,344,186,android,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,07:23:00,,,,,0,cash,848.1582,15,02-02-2021
7418,2979,,,android,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,18:52:00,,,,,0,cash,,,27-02-2021
7419,4780,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,16:12:00,,,,,0,cash,,,06-02-2021
7420,3301,495,21,clientlite,FALSE,PRESCHEDULING,completed,17-02-2021 00:00,17:43:00,17-02-2021 00:00,17:42:00,17-02-2021 00:00,19:04:00,26.390844,cash,868.1784,15,17-02-2021
7421,243,308,91,iphone,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,17:01:00,15-02-2021 00:00,17:31:00,15-02-2021 00:00,18:42:00,25.967262,cash,1347.9711,15,15-02-2021
7422,1571,90,444,android,FALSE,PRESCHEDULING,driver_canceled,04-02-2021 00:00,08:33:00,,,,,0,cash,0,14,04-02-2021
7423,3833,368,399,iphone,FALSE,PRESCHEDULING,driver_canceled,22-02-2021 00:00,08:27:00,,,,,0,cash,1412.8801,15,22-02-2021
7424,996,26,350,unknown,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,07:21:00,,,,,0,derivative,0,15,28-02-2021
7425,5264,287,277,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,07:05:00,11-02-2021 00:00,07:08:00,11-02-2021 00:00,07:35:00,8.282859,cash,300.26907,15,11-02-2021
7426,5310,425,221,iphone,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,17:32:00,04-02-2021 00:00,17:59:00,04-02-2021 00:00,19:01:00,13.105412,cash,402.30502,15,04-02-2021
7427,1373,157,311,android,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,09:05:00,08-02-2021 00:00,09:06:00,08-02-2021 00:00,09:52:00,20.61443,cash,116.94334,15,08-02-2021
7428,4914,429,459,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,07:57:00,21-02-2021 00:00,07:58:00,21-02-2021 00:00,09:37:00,44.40612,cash,974.66693,15,21-02-2021
7429,1458,55,402,unknown,FALSE,PRESCHEDULING,completed,16-02-2021 00:00,15:59:00,16-02-2021 00:00,15:55:00,16-02-2021 00:00,16:37:00,8.052813,derivative,0,23,16-02-2021
7430,2170,,,android,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,18:27:00,,,,,0,cash,,,22-02-2021
7431,2874,378,146,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,08:10:00,,,,,0,cash,0,15,15-02-2021
7432,3142,282,176,android,FALSE,MICROSCHEDULING,rider_canceled,01-02-2021 00:00,08:32:00,,,,,0,cash,2390.205,14,01-02-2021
7433,4856,231,357,clientlite,FALSE,MICROSCHEDULING,rider_canceled,04-02-2021 00:00,08:31:00,,,,,0,cash,176.40091,15,04-02-2021
7434,3909,457,337,iphone,FALSE,MICROSCHEDULING,driver_canceled,14-02-2021 00:00,08:32:00,,,,,0,cash,264.9155,15,14-02-2021
7435,5700,288,336,clientlite,TRUE,MICROSCHEDULING,completed,01-02-2021 00:00,09:23:00,01-02-2021 00:00,09:28:00,01-02-2021 00:00,10:00:00,17.100792,cash,80.597115,15,01-02-2021
7436,3383,61,506,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,07:19:00,01-02-2021 00:00,07:20:00,01-02-2021 00:00,07:42:00,13.315012,Visa,252.54236,15,01-02-2021
7437,154,279,236,iphone,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,18:22:00,11-02-2021 00:00,18:29:00,11-02-2021 00:00,18:59:00,6.629256,cash,342.949,14,11-02-2021
7438,5845,353,16,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,07:53:00,10-02-2021 00:00,07:56:00,10-02-2021 00:00,08:40:00,20.839518,cash,365.45578,15,10-02-2021
7439,913,152,442,iphone,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,16:16:00,08-02-2021 00:00,16:21:00,08-02-2021 00:00,17:49:00,36.419903,cash,0,15,08-02-2021
7440,5932,50,20,clientlite,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,15:59:00,,,,,0,cash,534.83014,15,23-02-2021
7441,4630,109,140,iphone,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,17:55:00,,,,,0,cash,263.54074,15,15-02-2021
7442,1939,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,20-02-2021 00:00,21:25:00,,,,,0,cash,,,20-02-2021
7443,923,278,251,iphone,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,09:25:00,15-02-2021 00:00,09:22:00,15-02-2021 00:00,10:03:00,20.429699,cash,1302.0464,15,15-02-2021
7444,361,331,305,android,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,18:24:00,28-02-2021 00:00,18:58:00,28-02-2021 00:00,19:31:00,4.8288903,cash,59.393486,15,28-02-2021
7445,4238,271,488,android,FALSE,MICROSCHEDULING,driver_canceled,15-02-2021 00:00,17:51:00,,,,,0,cash,567.6318,14,15-02-2021
7446,4699,13,222,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,07:41:00,10-02-2021 00:00,07:40:00,10-02-2021 00:00,09:03:00,34.172512,cash,505.54578,14,10-02-2021
7447,907,42,429,clientlite,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,17:26:00,21-02-2021 00:00,17:47:00,21-02-2021 00:00,18:28:00,9.465473,stored_value,739.6407,15,21-02-2021
7448,4340,103,243,iphone,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,17:19:00,04-02-2021 00:00,17:35:00,04-02-2021 00:00,18:51:00,27.14575,cash,547.163,15,04-02-2021
7449,1407,282,176,android,TRUE,MICROSCHEDULING,completed,02-02-2021 00:00,08:47:00,02-02-2021 00:00,09:05:00,02-02-2021 00:00,09:30:00,17.848242,cash,23.427246,14,02-02-2021
7450,2073,450,103,iphone,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,16:29:00,,,,,0,cash,542.0833,14,16-02-2021
7451,5772,83,407,clientlite,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,08:36:00,03-02-2021 00:00,08:41:00,03-02-2021 00:00,09:19:00,15.051271,cash,177.31094,15,03-02-2021
7452,4121,470,439,android,FALSE,MICROSCHEDULING,rider_canceled,18-02-2021 00:00,16:01:00,,,,,0,cash,336.30527,14,18-02-2021
7453,4308,184,390,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,07:16:00,04-02-2021 00:00,07:16:00,04-02-2021 00:00,08:12:00,36.097668,cash,0,14,04-02-2021
7454,1518,504,341,iphone,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,07:38:00,02-02-2021 00:00,07:37:00,02-02-2021 00:00,08:07:00,13.66256,cash,529.0408,14,02-02-2021
7455,2690,511,50,android,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,15:34:00,,,,,0,cash,260.077,15,15-02-2021
7456,882,169,314,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,16:26:00,11-02-2021 00:00,16:23:00,11-02-2021 00:00,18:04:00,35.8786,cash,146.9545,15,11-02-2021
7457,4017,459,405,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,16:51:00,09-02-2021 00:00,16:53:00,09-02-2021 00:00,17:23:00,12.756685,cash,1333.2649,15,09-02-2021
7458,795,168,455,android,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,17:49:00,24-02-2021 00:00,17:50:00,24-02-2021 00:00,18:55:00,33.39025,cash,0,15,24-02-2021
7459,2628,378,146,iphone,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,09:12:00,03-02-2021 00:00,09:12:00,03-02-2021 00:00,10:39:00,21.886658,cash,1232.4202,15,03-02-2021
7460,280,11,63,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:39:00,09-02-2021 00:00,08:38:00,09-02-2021 00:00,09:27:00,10.63946,cash,0,14,09-02-2021
7461,464,281,167,iphone,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,16:38:00,,,,,0,cash,448.6277,15,10-02-2021
7462,5115,7,206,clientlite,TRUE,MICROSCHEDULING,completed,02-02-2021 00:00,06:32:00,02-02-2021 00:00,06:50:00,02-02-2021 00:00,08:18:00,36.996037,cash,563.8692,15,02-02-2021
7463,2246,159,273,android,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,16:01:00,16-02-2021 00:00,16:38:00,16-02-2021 00:00,17:25:00,13.156988,cash,611.0262,15,16-02-2021
7464,3651,372,411,clientlite,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,16:06:00,18-02-2021 00:00,16:10:00,18-02-2021 00:00,17:33:00,30.85117,stored_value,0,15,18-02-2021
7465,5493,487,218,clientlite,FALSE,MICROSCHEDULING,completed,22-02-2021 00:00,18:00:00,22-02-2021 00:00,19:02:00,22-02-2021 00:00,19:45:00,11.956644,cash,1068.3464,15,22-02-2021
7466,2007,198,177,clientlite,FALSE,PRESCHEDULING,driver_canceled,11-02-2021 00:00,09:27:00,,,,,0,cash,2143.9668,14,11-02-2021
7467,1803,279,236,iphone,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,17:42:00,14-02-2021 00:00,18:01:00,14-02-2021 00:00,18:53:00,12.755311,Visa,419.21667,14,14-02-2021
7468,2131,345,135,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,16:10:00,11-02-2021 00:00,16:13:00,11-02-2021 00:00,17:19:00,14.463055,MasterCard,0,14,11-02-2021
7469,5089,351,256,clientlite,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,17:38:00,,,,,0,cash,448.1944,15,17-02-2021
7470,2003,421,353,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,16:40:00,01-02-2021 00:00,16:39:00,01-02-2021 00:00,17:41:00,12.989254,MasterCard,283.2823,15,01-02-2021
7471,4513,296,320,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,09:40:00,01-02-2021 00:00,09:45:00,01-02-2021 00:00,11:02:00,29.287521,cash,1507.2354,15,01-02-2021
7472,2451,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,18:18:00,,,,,0,cash,,,07-02-2021
7473,1998,46,495,clientlite,TRUE,MICROSCHEDULING,completed,15-02-2021 00:00,06:51:00,15-02-2021 00:00,07:03:00,15-02-2021 00:00,07:51:00,26.583263,cash,28.760973,14,15-02-2021
7474,4323,227,433,iphone,TRUE,MICROSCHEDULING,completed,10-02-2021 00:00,08:24:00,10-02-2021 00:00,08:44:00,10-02-2021 00:00,09:47:00,17.891985,cash,354.0329,15,10-02-2021
7475,2261,467,460,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,17:25:00,01-02-2021 00:00,17:29:00,01-02-2021 00:00,18:18:00,13.590726,stored_value,326.68005,15,01-02-2021
7476,5582,470,439,android,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,08:01:00,11-02-2021 00:00,08:02:00,11-02-2021 00:00,09:25:00,39.35611,cash,0,14,11-02-2021
